numano,nummes,datemissao,txnomeparlamentar,sgpartido,sguf,txtdescricao,txtcnpjcpf,txtfornecedor,vlrdocumento,vlrglosa,vlrliquido
2018,7,2018-07-05 00:00:00+00:00,WALNEY ROCHA,PATRI,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,-365.18,0.00,-365.18
2018,7,2018-07-05 00:00:00+00:00,WALNEY ROCHA,PATRI,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,-365.18,0.00,-365.18
2018,7,2018-07-05 00:00:00+00:00,WALNEY ROCHA,PATRI,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,-365.18,0.00,-365.18
2018,6,2018-07-05 00:00:00+00:00,CHICO ALENCAR,PSOL,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,40432544006269,CLARO S/A,973.14,0.00,973.14
2018,6,2018-07-05 00:00:00+00:00,JULIO LOPES,PP,RJ,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,05666393000190,SUPREMA LOCADORA E TURISMO LTDA - EPP,4350.00,0.00,4350.00
2018,6,2018-07-05 00:00:00+00:00,LUIZ CARLOS RAMOS,PR,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,10500400000110,LG RISTORANTE SERVICOS DE ALIMENTACAO E BEBIDAS EIRELI EPP,25.10,0.00,25.10
2018,6,2018-07-05 00:00:00+00:00,SÓSTENES CAVALCANTE,DEM,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,***23260***,ANTONIO CARLOS OLIVEIRA MONTEIRO,6000.00,0.00,6000.00
2018,6,2018-07-05 00:00:00+00:00,WALNEY ROCHA,PATRI,RJ,TELEFONIA,40432544044004,CLARO S.A.,140.79,0.00,140.79
2018,7,2018-07-04 17:00:17+00:00,CHICO D'ANGELO,PDT,RJ,SERVIÇOS POSTAIS,,CORREIOS - SEDEX CONVENCIONAL,47.11,0.00,47.11
2018,7,2018-07-04 14:01:34+00:00,ALEXANDRE SERFIOTIS,PSD,RJ,SERVIÇOS POSTAIS,,CORREIOS - ENCOMENDA PAC COM AR,27.06,0.00,27.06
2018,7,2018-07-04 13:39:08+00:00,ROBERTO SALES,DEM,RJ,SERVIÇOS POSTAIS,,CORREIOS - SEDEX 10,66.30,0.00,66.30
2018,7,2018-07-04 10:44:35+00:00,ROSANGELA GOMES,PRB,RJ,SERVIÇOS POSTAIS,,CORREIOS - SEDEX CONVENCIONAL COM AR,41.76,0.00,41.76
2018,7,2018-07-04 00:00:00+00:00,ALESSANDRO MOLON,PSB,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",07424109000103,SINDICATO DOS TAXISTAS DO DISTRITO FEDERAL- SINTAXI,55.00,0.00,55.00
2018,7,2018-07-04 00:00:00+00:00,ALESSANDRO MOLON,PSB,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",07424109000103,SINDICATO DOS TAXISTAS DO DISTRITO FEDERAL- SINTAXI,75.00,0.00,75.00
2018,7,2018-07-04 00:00:00+00:00,ALESSANDRO MOLON,PSB,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",07424109000103,SINTAXI/DF,27.00,0.00,27.00
2018,7,2018-07-04 00:00:00+00:00,ALEXANDRE SERFIOTIS,PSD,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,01157555000457,TENDA ATACADO LTDA,150.00,0.00,150.00
2018,7,2018-07-04 00:00:00+00:00,ALEXANDRE SERFIOTIS,PSD,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,04277081000394,RESTAURANTE DAS MINAS LTDA EPP,65.69,0.00,65.69
2018,7,2018-07-04 00:00:00+00:00,ALEXANDRE SERFIOTIS,PSD,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,866.93,0.00,866.93
2018,7,2018-07-04 00:00:00+00:00,ALEXANDRE VALLE,PR,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,08532429000131,AMORETTO CAFES EXPRESSO LTDA,547.00,0.00,547.00
2018,7,2018-07-04 00:00:00+00:00,ALTINEU CÔRTES,PR,RJ,PASSAGENS AÉREAS,02012862000160,LATAM AIRLINES BRASIL,1359.03,0.00,1359.03
2018,7,2018-07-04 00:00:00+00:00,AROLDE DE OLIVEIRA,PSD,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,910.17,0.00,910.17
2018,7,2018-07-04 00:00:00+00:00,AROLDE DE OLIVEIRA,PSD,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,1026.93,0.00,1026.93
2018,7,2018-07-04 00:00:00+00:00,AROLDE DE OLIVEIRA,PSD,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,1020.17,0.00,1020.17
2018,7,2018-07-04 00:00:00+00:00,AUREO,SD,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,628.18,0.00,628.18
2018,7,2018-07-04 00:00:00+00:00,AUREO,SD,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,922.18,0.00,922.18
2018,7,2018-07-04 00:00:00+00:00,AUREO,SD,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,702.18,0.00,702.18
2018,7,2018-07-04 00:00:00+00:00,BENEDITA DA SILVA,PT,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,33452152000184,FEITICO MINEIRO RESTAURANTE LTDA - EPP,45.54,0.00,45.54
2018,7,2018-07-04 00:00:00+00:00,CELSO JACOB,MDB,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,33469172002292,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,48.82,0.00,48.82
2018,7,2018-07-04 00:00:00+00:00,CELSO JACOB,MDB,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,870.17,0.00,870.17
2018,7,2018-07-04 00:00:00+00:00,CELSO JACOB,MDB,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,746.93,0.00,746.93
2018,7,2018-07-04 00:00:00+00:00,CELSO JACOB,MDB,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,900.17,0.00,900.17
2018,7,2018-07-04 00:00:00+00:00,CELSO PANSERA,PT,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,02199272000198,AUTO POSTO M W CARD LTDA,150.00,0.00,150.00
2018,7,2018-07-04 00:00:00+00:00,CELSO PANSERA,PT,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,33469172000672,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,20.75,0.00,20.75
2018,7,2018-07-04 00:00:00+00:00,CHICO ALENCAR,PSOL,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,07286731000194,SILT SELF SERVICE EIRELI ME,33.11,0.00,33.11
2018,7,2018-07-04 00:00:00+00:00,CHICO ALENCAR,PSOL,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,55.00,0.00,55.00
2018,7,2018-07-04 00:00:00+00:00,CHICO ALENCAR,PSOL,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,986.93,0.00,986.93
2018,7,2018-07-04 00:00:00+00:00,CHICO D'ANGELO,PDT,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,08532429000131,AMORETTO CAFES EXPRESSO LTDA,263.00,0.00,263.00
2018,7,2018-07-04 00:00:00+00:00,CHICO D'ANGELO,PDT,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,01487893000104,CENTRO AUTOMOTIVO PACO DE SOUZA LTDA,191.04,0.00,191.04
2018,7,2018-07-04 00:00:00+00:00,CHICO D'ANGELO,PDT,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",00031708000100,SINPETAXI,50.00,0.00,50.00
2018,7,2018-07-04 00:00:00+00:00,CHICO D'ANGELO,PDT,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",00031708000100,SINPETAXI,23.00,0.00,23.00
2018,7,2018-07-04 00:00:00+00:00,CLARISSA GAROTINHO,PROS,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,04473193000159,POSTO DA TORRE EIRELI - EPP,100.00,0.00,100.00
2018,7,2018-07-04 00:00:00+00:00,CLARISSA GAROTINHO,PROS,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,03892955000199,POSTO MEGA VERAO LTDA,19.97,0.00,19.97
2018,7,2018-07-04 00:00:00+00:00,CLARISSA GAROTINHO,PROS,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,26512559000194,AMICO ASA SUL COM?RCIO DE ALIMENTOS EIRELI LTDA - EPP,45.90,0.00,45.90
2018,7,2018-07-04 00:00:00+00:00,CLARISSA GAROTINHO,PROS,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,33469172001644,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,59.40,0.00,59.40
2018,7,2018-07-04 00:00:00+00:00,CLARISSA GAROTINHO,PROS,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,1016.93,0.00,1016.93
2018,7,2018-07-04 00:00:00+00:00,DELEY,PTB,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,39759030000111,APF DISTRIBUIDORA DE COMBUSTIVEL LTDA,145.11,0.00,145.11
2018,7,2018-07-04 00:00:00+00:00,DELEY,PTB,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,39759030000111,APF DISTRIBUIDORA DE COMBUSTIVEL LTDA,182.35,0.00,182.35
2018,7,2018-07-04 00:00:00+00:00,DELEY,PTB,RJ,Emissão Bilhete Aéreo,02575829000148,Cia Aérea - AVIANCA,836.03,0.00,836.03
2018,7,2018-07-04 00:00:00+00:00,GLAUBER BRAGA,PSOL,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,04804979000101,POSTO DE GASOLINA BOA VIAGEM DE FRIBURGO LTDA,150.00,0.00,150.00
2018,7,2018-07-04 00:00:00+00:00,GLAUBER BRAGA,PSOL,RJ,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",14960356000181,D&J HOTEL DE APERIBÉ LTDA ME,212.00,0.00,212.00
2018,7,2018-07-04 00:00:00+00:00,GLAUBER BRAGA,PSOL,RJ,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",33670472000100,HOTEL INGLÊS LTDA,190.00,0.00,190.00
2018,7,2018-07-04 00:00:00+00:00,HUGO LEAL,PSD,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,850.93,0.00,850.93
2018,7,2018-07-04 00:00:00+00:00,HUGO LEAL,PSD,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,708.17,0.00,708.17
2018,7,2018-07-04 00:00:00+00:00,HUGO LEAL,PSD,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,149.00,0.00,149.00
2018,7,2018-07-04 00:00:00+00:00,HUGO LEAL,PSD,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,310.00,0.00,310.00
2018,7,2018-07-04 00:00:00+00:00,HUGO LEAL,PSD,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,1016.93,0.00,1016.93
2018,7,2018-07-04 00:00:00+00:00,INDIO DA COSTA,PSD,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,866.93,0.00,866.93
2018,7,2018-07-04 00:00:00+00:00,INDIO DA COSTA,PSD,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,866.93,0.00,866.93
2018,7,2018-07-04 00:00:00+00:00,JAIR BOLSONARO,PSL,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,00679365000194,ASS DOS SERVIDORES DA CAMARA DOS DEPUTADOS,27.43,0.00,27.43
2018,7,2018-07-04 00:00:00+00:00,JAIR BOLSONARO,PSL,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,-748.03,0.00,-748.03
2018,7,2018-07-04 00:00:00+00:00,JANDIRA FEGHALI,PCdoB,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,303.00,0.00,303.00
2018,7,2018-07-04 00:00:00+00:00,JEAN WYLLYS,PSOL,RJ,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",,SHERATON MONTEVIDEO TONOSOL S.A.,2030.94,0.00,2030.94
2018,7,2018-07-04 00:00:00+00:00,JEAN WYLLYS,PSOL,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,1020.17,0.00,1020.17
2018,7,2018-07-04 00:00:00+00:00,JEAN WYLLYS,PSOL,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,1016.93,0.00,1016.93
2018,7,2018-07-04 00:00:00+00:00,LAURA CARNEIRO,DEM,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,12308662000102,CENTRO AUTOMOTIVO CRUZADA DA BARRA LTDA,157.04,0.00,157.04
2018,7,2018-07-04 00:00:00+00:00,LEONARDO PICCIANI,MDB,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,-340.00,0.00,-340.00
2018,7,2018-07-04 00:00:00+00:00,LEONARDO PICCIANI,MDB,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,817.93,0.00,817.93
2018,7,2018-07-04 00:00:00+00:00,LUIZ CARLOS RAMOS,PR,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,08532429000131,AMORETTO CAFES EXPRESSO LTDA,562.50,0.00,562.50
2018,7,2018-07-04 00:00:00+00:00,LUIZ CARLOS RAMOS,PR,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,518.93,0.00,518.93
2018,7,2018-07-04 00:00:00+00:00,LUIZ SÉRGIO,PT,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,01985828000109,CENTRO AUTOMOTIVO ESQUILOS LTDA,233.28,0.00,233.28
2018,7,2018-07-04 00:00:00+00:00,LUIZ SÉRGIO,PT,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,17823690000181,POSTO JACUECANGA LTDA,150.75,0.00,150.75
2018,7,2018-07-04 00:00:00+00:00,LUIZ SÉRGIO,PT,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,33469172000672,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,27.81,0.00,27.81
2018,7,2018-07-04 00:00:00+00:00,LUIZ SÉRGIO,PT,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,-601.20,0.00,-601.20
2018,7,2018-07-04 00:00:00+00:00,LUIZ SÉRGIO,PT,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,910.17,0.00,910.17
2018,7,2018-07-04 00:00:00+00:00,MARCELO DELAROLI,PR,RJ,PASSAGENS AÉREAS,02012862000160,LATAM AIRLINES BRASIL,1016.93,0.00,1016.93
2018,7,2018-07-04 00:00:00+00:00,MARCELO MATOS,PSD,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,244.00,0.00,244.00
2018,7,2018-07-04 00:00:00+00:00,MARCO ANTÔNIO CABRAL,MDB,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,1026.93,0.00,1026.93
2018,7,2018-07-04 00:00:00+00:00,MARCO ANTÔNIO CABRAL,MDB,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,-801.62,0.00,-801.62
2018,7,2018-07-04 00:00:00+00:00,MARCOS SOARES,DEM,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,08532429000131,AMORETTO CAFES EXPRESSO LTDA,503.00,0.00,503.00
2018,7,2018-07-04 00:00:00+00:00,MARCOS SOARES,DEM,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,00792114000111,POSTO MIRANTE DA TAQUARA LTDA,1615.06,0.00,1615.06
2018,7,2018-07-04 00:00:00+00:00,MARCOS SOARES,DEM,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,-1174.43,0.00,-1174.43
2018,7,2018-07-04 00:00:00+00:00,MARCOS SOARES,DEM,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,-443.50,0.00,-443.50
2018,7,2018-07-04 00:00:00+00:00,MARCOS SOARES,DEM,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,-1174.43,0.00,-1174.43
2018,7,2018-07-04 00:00:00+00:00,OTAVIO LEITE,PSDB,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,09637731000117,AUTO POSTO MIKONOS LTDA,50.00,0.00,50.00
2018,7,2018-07-04 00:00:00+00:00,OTAVIO LEITE,PSDB,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,10892176000159,POSTO DE GASOLINA E SERVICOS RECREIO 2009 LTD,293.94,0.00,293.94
2018,7,2018-07-04 00:00:00+00:00,OTAVIO LEITE,PSDB,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,10563528000122,FRAANS CAFE NORTE,26.20,0.00,26.20
2018,7,2018-07-04 00:00:00+00:00,OTAVIO LEITE,PSDB,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",***25746***,BARTOLOMEU,40.00,0.00,40.00
2018,7,2018-07-04 00:00:00+00:00,OTAVIO LEITE,PSDB,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",00031708000100,SINPETAXI,20.00,0.00,20.00
2018,7,2018-07-04 00:00:00+00:00,OTAVIO LEITE,PSDB,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",00031708000100,SINPETAXI,20.00,0.00,20.00
2018,7,2018-07-04 00:00:00+00:00,OTAVIO LEITE,PSDB,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",00031708000100,SINPETAXI,50.00,0.00,50.00
2018,7,2018-07-04 00:00:00+00:00,SERGIO ZVEITER,DEM,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,509.17,0.00,509.17
2018,7,2018-07-04 00:00:00+00:00,SERGIO ZVEITER,DEM,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,505.93,0.00,505.93
2018,7,2018-07-04 00:00:00+00:00,SERGIO ZVEITER,DEM,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,509.17,0.00,509.17
2018,7,2018-07-04 00:00:00+00:00,SERGIO ZVEITER,DEM,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,784.93,0.00,784.93
2018,7,2018-07-04 00:00:00+00:00,SORAYA SANTOS,PR,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,1827.93,0.00,1827.93
2018,7,2018-07-04 00:00:00+00:00,WADIH DAMOUS,PT,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,788.07,0.00,788.07
2018,7,2018-07-04 00:00:00+00:00,WADIH DAMOUS,PT,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,806.48,0.00,806.48
2018,7,2018-07-04 00:00:00+00:00,WADIH DAMOUS,PT,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,-1026.93,0.00,-1026.93
2018,7,2018-07-04 00:00:00+00:00,WADIH DAMOUS,PT,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,2027.93,0.00,2027.93
2018,7,2018-07-04 00:00:00+00:00,WALNEY ROCHA,PATRI,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,10.72,0.00,10.72
2018,7,2018-07-04 00:00:00+00:00,WALNEY ROCHA,PATRI,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,27.45,0.00,27.45
2018,7,2018-07-04 00:00:00+00:00,WALNEY ROCHA,PATRI,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,36.93,0.00,36.93
2018,7,2018-07-04 00:00:00+00:00,WALNEY ROCHA,PATRI,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,110.00,0.00,110.00
2018,6,2018-07-04 00:00:00+00:00,AUREO,SD,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,09613772000173,CONDE & DELL ARINGA - DES DE SOFTWARES,480.00,0.00,480.00
2018,6,2018-07-04 00:00:00+00:00,CELSO PANSERA,PT,RJ,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,21613382000107,JEAN VILAR DOS SANTOS - ME,4500.00,0.00,4500.00
2018,6,2018-07-04 00:00:00+00:00,LUIZ CARLOS RAMOS,PR,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,10500400000110,LG RISTORANTE SERVICOS DE ALIMENTACAO E BEBIDAS EIRELI EPP,27.35,0.00,27.35
2018,6,2018-07-04 00:00:00+00:00,ROSANGELA GOMES,PRB,RJ,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,02465160000131,MANDAKAR LTDA - EPP,5000.00,0.00,5000.00
2018,6,2018-07-04 00:00:00+00:00,SIMÃO SESSIM,PP,RJ,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,28881512000123,AUTOMOBILE - LOCAÇÃO DE VEICULOS LTDA EPP,3750.00,0.00,3750.00
2018,5,2018-07-04 00:00:00+00:00,CABO DACIOLO,PATRI,RJ,LOCAÇÃO OU FRETAMENTO DE AERONAVES,31338031000180,HELIRIO TAXI AEREO LTDA,5000.00,0.00,5000.00
2018,5,2018-07-04 00:00:00+00:00,SÓSTENES CAVALCANTE,DEM,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,42498733000148,MUNICIPIO DE RIO DE JANEIRO,786.56,0.00,786.56
2018,7,2018-07-03 15:36:00+00:00,CELSO JACOB,MDB,RJ,SERVIÇOS POSTAIS,,CORREIOS - ENCOMENDA PAC,47.18,0.00,47.18
2018,8,2018-07-03 00:00:00+00:00,PEDRO PAULO,DEM,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,18522913000214,MUNDIVOX COMUNICACOES LTDA,350.00,0.00,350.00
2018,7,2018-07-03 00:00:00+00:00,ALESSANDRO MOLON,PSB,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,11414378000158,MSPRJ LOCACAO E COMERCIO DE EQUIPAMENTOS DE INFORMATICA LTDA,464.00,0.00,464.00
2018,7,2018-07-03 00:00:00+00:00,ALESSANDRO MOLON,PSB,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,40296824000175,KEM C.R.T.S.E.I.P.D. PETROLEO LTDA,50.00,0.00,50.00
2018,7,2018-07-03 00:00:00+00:00,ALESSANDRO MOLON,PSB,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",07424109000103,SINTAXI/DF,55.00,0.00,55.00
2018,7,2018-07-03 00:00:00+00:00,ALEXANDRE SERFIOTIS,PSD,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,06012414000117,POSTO SOL DA DUTRA LTDA,200.00,0.00,200.00
2018,7,2018-07-03 00:00:00+00:00,ALEXANDRE SERFIOTIS,PSD,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,28449146000138,PP HAMBURGUERIA E RESTAUTANTE EIRELI ME,47.00,0.00,47.00
2018,7,2018-07-03 00:00:00+00:00,ALEXANDRE SERFIOTIS,PSD,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,04277081000394,RESTAURANTE DAS MINAS LTDA EPP,81.66,0.00,81.66
2018,7,2018-07-03 00:00:00+00:00,ALEXANDRE VALLE,PR,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,05454390000193,GOES COMBUSTIVEIS LUBRIFICANTES E GLP LTDA,200.00,0.00,200.00
2018,7,2018-07-03 00:00:00+00:00,ALEXANDRE VALLE,PR,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,-367.50,0.00,-367.50
2018,7,2018-07-03 00:00:00+00:00,BENEDITA DA SILVA,PT,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,05849569000140,AUTO POSTO 109 NORTE LTDA,160.00,0.00,160.00
2018,7,2018-07-03 00:00:00+00:00,BENEDITA DA SILVA,PT,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,REST PATRIA,55.35,0.00,55.35
2018,7,2018-07-03 00:00:00+00:00,BENEDITA DA SILVA,PT,RJ,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",,HOTEL SHERATON MONTEVIDEO,977.79,0.00,977.79
2018,7,2018-07-03 00:00:00+00:00,CABO DACIOLO,PATRI,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,725.25,0.00,725.25
2018,7,2018-07-03 00:00:00+00:00,CELSO PANSERA,PT,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,667.93,0.00,667.93
2018,7,2018-07-03 00:00:00+00:00,CHICO ALENCAR,PSOL,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,27522923000160,CASARAO DA VILA RESTAURANTE LTDA - ME,40.97,0.00,40.97
2018,7,2018-07-03 00:00:00+00:00,CHICO D'ANGELO,PDT,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",00031708000100,SINPETAXI,75.00,0.00,75.00
2018,7,2018-07-03 00:00:00+00:00,CHICO D'ANGELO,PDT,RJ,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,635.93,0.00,635.93
2018,7,2018-07-03 00:00:00+00:00,CLARISSA GAROTINHO,PROS,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,04208323000126,Gustavo Gonçalves de Oliveira Paiva ME,34.75,0.00,34.75
2018,7,2018-07-03 00:00:00+00:00,CLARISSA GAROTINHO,PROS,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,33469172001644,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,8.15,0.00,8.15
2018,7,2018-07-03 00:00:00+00:00,CLARISSA GAROTINHO,PROS,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,727.93,0.00,727.93
2018,7,2018-07-03 00:00:00+00:00,FELIPE BORNIER,PROS,RJ,Emissão Bilhete Aéreo,02012862000160,Cia Aérea - TAM,552.93,0.00,552.93
2018,7,2018-07-03 00:00:00+00:00,FRANCISCO FLORIANO,DEM,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,08202116000115,AUTO POSTO AEROPORTO LTDA,110.00,0.00,110.00
